pais,entidad,relacion,objeto
griega,dios del cabo artemisio,está,desnudo y dando una zancada
griega,dios del cabo artemisio,está_encuadrada_en,estilo severo
griega,dios del cabo artemisio,existe_réplica_en,sede de naciones unidas en nueva york
griega,dios del cabo artemisio,exploración_se_abandonó_tras,muerte de un buzo en 1928
griega,dios del cabo artemisio,fue_descubierta_en_lugar_de,naufragio cerca del cabo artemisio al norte de eubea
griega,dios del cabo artemisio,fue_descubierta_por_primera_vez_en,1926
griega,dios del cabo artemisio,fue_excavada_en,1928
griega,dios del cabo artemisio,fue_recuperada_junto_con,jinete de artemision del mismo naufragio
griega,dios del cabo artemisio,ha_sido_datada_hacia,460 a.c
griega,dios del cabo artemisio,hombres_eran_representados_con_altura_de,"1,80 metros como auriga de delfos"
griega,dios del cabo artemisio,medida_de_1,"90 metros se reservaba para, representación de héroes"
griega,dios del cabo artemisio,naufragio_ocurrió,no antes de mediados del siglo ii a.c
griega,dios del cabo artemisio,pertenece_a,mitologia griega
griega,dios del cabo artemisio,pertenece_al,estilo severo
griega,dios del cabo artemisio,posición_de_dedos_parece_adecuada_para,sostener tridente
griega,dios del cabo artemisio,representa_a,dios en momento de lanzar objeto con mano derecha
griega,dios del cabo artemisio,réplica_fue_donada_por,gobierno griego
griega,dios del cabo artemisio,se_discute_si_representa,zeus lanzando rayo o poseidón lanzando tridente
griega,dios del cabo artemisio,se_encuentra_actualmente_en,museo arqueológico nacional de atenas
griega,dios del cabo artemisio,se_encuentra_réplica_en,facultad de filosofía y letras de universidad de granada
griega,dios del cabo artemisio,se_ha_propuesto_autoría_de,kalamis
griega,dios del cabo artemisio,también_ha_sido_asociada_a,onatas o mirón
griega,dios del cabo artemisio,tiene_mito_y_leyenda,"mayor del natural de 2,10 metros"
griega,dios solar,akenatón_proclamó_monoteísmo_en_torno_a,atón representado por disco solar
griega,dios solar,amaterasu_es,diosa del sol en sintoísmo
griega,dios solar,amaterasu_es_según_sintoísmo,antepasada de familia imperial de japón
griega,dios solar,barca_solar_es,representación mitológica del sol conduciendo una barca
griega,dios solar,barco_de_jufu_fue_construido_hacia,2500 a.c
griega,dios solar,barco_de_jufu_fue_encontrado_en,complejo de gran pirámide de guiza
griega,dios solar,barco_de_jufu_mide,"43,6 metros de longitud"
griega,dios solar,carro_solar_es,representación mitológica más reciente que barca solar
griega,dios solar,carro_solar_tiene_origen_en,expansión indoeuropea en ii milenio a.c
griega,dios solar,carruaje_solar_de_trundholm_es_de,dios nórdico
griega,dios solar,cultura_inca_tenía_como_deidad_más_importante_a,dios sol llamado inti
griega,dios solar,dios_sumerio_del_sol_es,utu o shamash en acadio
griega,dios solar,dioses_locales_egipcios_se_funden_con_ra_para_crear,"divinidades sincréticas como atum-ra, min-ra o amón-ra"
griega,dios solar,en_cultura_báltica_celebraban_a,diosa del sol saulė
griega,dios solar,en_cultura_tamazight_de_canarias_tenían_como_deidad_solar_a,"magec, alcorac o abora"
griega,dios solar,en_egipto_culto_al_sol_se_asoció_a,"horus, ra, uadyet, sejmet, hathor, nut, isis, bat y menhit"
griega,dios solar,en_grecia_conducen_carro,helios y faetón
griega,dios solar,en_grecia_dios_del_sol_era,helios
griega,dios solar,en_honor_a_inti_se_celebra,inti raymi cada 24 de junio
griega,dios solar,en_judaísmo_elías_es_ejemplo_de,representante divino que se eleva en carro
griega,dios solar,en_mitología_de_muchas_culturas,sol era un dios
griega,dios solar,en_mitología_selknam_howenh_del_sol_era,kren hijo de kranakhátaix
griega,dios solar,en_neolítico_los_petroglifos_muestran,posibles barcas solares
griega,dios solar,en_panteón_mexica,tonahtiuh vivía de sangre y corazones de sacrificios humanos
griega,dios solar,en_simbología_cristiana_sol_se_refiere_a,dios o jesucristo
griega,dios solar,eos_era_hija_de,titán hiperión y tea
griega,dios solar,esposa_de_inti_era,quilla la luna
griega,dios solar,fue_venerado_en_civilizaciones_como,"egipcia, mesopotámica, mexica, incaica, china, japonesa y griega"
griega,dios solar,fue_venerado_en_religiones_como,hinduista
griega,dios solar,helios_conducía,carro por cielo cada día hasta océano
griega,dios solar,helios_era_concebido_como,hermoso dios con corona aurífera
griega,dios solar,hesíodo_indica_a_eos_como,diosa solar griega asociada a aurora
griega,dios solar,homero_señala_carro_de_helios_tirado_por,toros de fuego
griega,dios solar,inca_o_emperador_era_considerado,hijo de inti
griega,dios solar,kren_estaba_casado_con,luna kre
griega,dios solar,leyenda_dice_que_manco_cápac_y_mama_ocllo_fueron_enviados_por,su padre el sol
griega,dios solar,muchos_dioses_egipcios_son_considerados,dioses solares como ra
griega,dios solar,nacimiento_de_huitzilopochtli_es,alegoría bélica del amanecer
griega,dios solar,odín_cabalga_sobre,veloz corcel sleipnir de ocho patas
griega,dios solar,odín_en_tradición_escandinava_es,figura solar representado por su ojo derecho
griega,dios solar,para_egipcios_sol_representaba,"germinación, calor y luz"
griega,dios solar,para_muiscas_dios_sol_es,sué creado por chiminigagua
griega,dios solar,pertenece_a,mitologia griega
griega,dios solar,petroglifos_nórdicos_de_edad_del_bronce_incluyen,barcas en diferentes constelaciones
griega,dios solar,píndaro_escribió_carro_de_helios_tirado_por,corceles que arrojaban fuego
griega,dios solar,representa,sol o aspectos de él como rayos solares
griega,dios solar,saule_atravesó_cielo_sobre,carro empujado por dos caballos blancos
griega,dios solar,saule_es,diosa lituana de cabellos dorados
griega,dios solar,se_considera_que_culto_al_sol_pudo_ser_origen_de,henoteísmo y después monoteísmo
griega,dios solar,sol_en_mitología_vasca_es,ekhi hija de tierra amalur
griega,dios solar,sol_invictus_fue_representado_en,cuadriga en reverso de moneda romana
griega,dios solar,sol_y_luna_simbolizan,"oro y plata, rey y reina, alma y cuerpo"
griega,dios solar,sunna_es,diosa nórdica solar conocida también como sol
griega,dios solar,sunna_fue_arrastrada_hacia_cielo_por,carro tirado por dos caballos
griega,dios solar,suria_es,dios védico que representa al sol en panteón hindú
griega,dios solar,suria_es_mostrado,conduciendo carro con siete caballos
griega,dios solar,sué_es_hermano_de,chía la luna
griega,dios solar,sué_llegó_a_tierra_para,promulgar moral y enseñar artes
griega,dios solar,utu_era,señor de la luz
griega,dios solar,utu_era_al_mismo_tiempo,dios de la justicia
griega,dios solar,utu_formaba_tríada_astral_junto_a,dios lunar nanna y diosa inanna
griega,dios solar,xatel_ekwa_es,diosa húngara relacionada con tres corceles
griega,diosa,algunos_autores_defienden_que_culto_a_diosa_madre_fue_origen_de,culto a maría en cristianismo
griega,diosa,aparece_como_encarnación_de,unidad entre términos contrarios como vida-muerte
griega,diosa,aparece_en_mitos_relacionada_con,"guerra, caza, dominación, violencia y poder"
griega,diosa,como_madre_tierra_es,personificación de la tierra como diosa fértil
griega,diosa,dio_origen_a_ideas_de,diosa madre y madre tierra
griega,diosa,en_arabia_incluía_a,"al-lat, uzza y manah"
griega,diosa,en_egipto_incluía_a,"nut, neith, hathor, maat, bastet, mut e isis"
griega,diosa,en_grecia_como_diosa_madre_incluía_a,"gea, rea y cibeles"
griega,diosa,en_grecia_las_olímpicas_eran,"hera, atenea, artemisa, deméter, hestia y afrodita"
griega,diosa,en_grecia_las_preolímpicas_incluían_a,gaia como madre tierra
griega,diosa,en_hinduismo_forma_parejas_como,brahmá con sárasuati y shivá con uma
griega,diosa,en_hinduismo_incluye_a,"párvati, durgá y kali"
griega,diosa,en_hinduismo_se_asocia_con,devi la diosa madre
griega,diosa,en_mesopotamia_incluía_a,"ninhursag, tiamat e ishtar"
griega,diosa,en_mitología_azteca_incluye_a,coatlicue y chimalma
griega,diosa,en_mitología_caribeña_es,atabey madre de yúcahu
griega,diosa,en_mitología_celta_incluía_a,"danna, brigit y mórrígan"
griega,diosa,en_mitología_germánica_contenía,numerosas deidades femeninas y gigantas
griega,diosa,en_mitología_guanche_es,chaxiraxi
griega,diosa,en_mitología_inca_es,pachamama
griega,diosa,en_mitología_irlandesa_es,anann o dana como diosa madre
griega,diosa,en_mitología_mapuche_es,ñuke mapu
griega,diosa,en_mitología_nórdica_probablemente_fue,nerthus y freyja
griega,diosa,en_mitología_turca_siberiana_es,umai la diosa madre
griega,diosa,en_mitología_vasca_es,mari y amalur
griega,diosa,en_roma_incluían_a,"juno, diana, minerva, venus, vesta, ceres y proserpina"
griega,diosa,en_shakti_se_considera,energía mediante la cual todas las divinidades funcionan
griega,diosa,era_responsable_en_sociedades_agrarias_de,"fertilidad de cultivos, monarquía y victoria en guerras"
griega,diosa,es,deidad o divinidad femenina
griega,diosa,es_reconocida_por_naciones_unidas_en,día internacional de la madre tierra el 22 de abril
griega,diosa,es_respaldada_por,hallazgos de estatuillas de venus del paleolítico superior
griega,diosa,fue_adorada_en,muchas religiones y culturas antiguas
griega,diosa,isis_era_considerada,hijo del faraón y esposa de osiris
griega,diosa,pertenece_a,mitologia griega
griega,diosa,representa_principio_de,muerte además de vida
griega,diosa,roma_adoptó_también_a,cibeles de anatolia e isis egipcia
griega,diosa,se_asocia_el_principio_femenino_con,nacimiento y surgimiento del cosmos
griega,diosa,se_cuentan_en_mesopotamia_entre,deidades más antiguas
griega,diosa,se_diferencia_de,deidades masculinas conocidas como dioses
griega,diosa,se_ha_asociado_frecuentemente_con,fertilidad y maternidad
griega,diosa,se_idearon_también_de,"guerra, sabiduría, mar y conocimiento"
griega,diosa,se_pone_en_relación_con,destino humano
griega,diosa,son_parte_de,panteón que incluye deidades de ambos sexos
griega,diosa,tiene_mito_y_leyenda,mitos creacionales del mundo
griega,diosa,tuvo_importancia_en_civilizaciones_de,"india, egipto, mesopotamia, china, japón, grecia y roma"
griega,diosa,venus_en_roma_fue_adoptada_como,figura de diosa madre
griega,dioses del viento griegos,bóreas_es,viento del norte que traía frío aire invernal
griega,dioses del viento griegos,bóreas_tenía_templo_en,río iliso en el ática
griega,dioses del viento griegos,céfiro_es,viento del oeste que traía suaves brisas
griega,dioses del viento griegos,eran,dioses y personificaciones de los vientos
griega,dioses del viento griegos,eran_representados_como,ráfagas de viento o hombres alados
griega,dioses del viento griegos,estaban_relacionados_con,distintas estaciones y estados meteorológicos
griega,dioses del viento griegos,euro_es,viento del este funesto
griega,dioses del viento griegos,fueron_provistos_a_odiseo_en,odre por eolo
griega,dioses del viento griegos,fueron_representados_en,torre de los vientos en atenas
griega,dioses del viento griegos,incluyen_vientos_menores,"cecias, apeliotes, escirón y libis"
griega,dioses del viento griegos,noto_es,viento del sur que traía tormentas
griega,dioses del viento griegos,pertenece_a,mitologia griega
griega,dioses del viento griegos,recibían_sacrificios,corderos negros a destructivos y blancos a favorables
griega,dioses del viento griegos,se_correspondían_con,puntos cardinales
griega,dioses del viento griegos,son_llamados,ánemoi o ánemos
griega,dioses del viento griegos,tenían_señor_y_gobernante,eolo que reside en isla de eolia
griega,dioses del viento griegos,tomaban_forma_de,caballos encerrados en establos de eolo
griega,dioses del viento griegos,vientos_beneficiosos_eran_hijos_de,astreo y eos según hesíodo
griega,dioses del viento griegos,vientos_beneficiosos_son,"noto, bóreas, argestes y céfiro"
griega,dioses del viento griegos,vientos_destructivos_eran_hijos_de,tifón
griega,dioses menores,brutha_es,octavo profeta de om
griega,dioses menores,brutha_está_basado_en,santo tomás de aquino
griega,dioses menores,brutha_tiene,fe absoluta en la palabra de om
griega,dioses menores,brutha_tiene,memoria fotográfica
griega,dioses menores,el_dios_om_aparece_transformado_en,tortuga
griega,dioses menores,el_omnianismo_tiene_similitudes_con,religiones monoteístas como islam y cristianismo
griega,dioses menores,en_efebia_florecen,filósofos y la filosofía
griega,dioses menores,en_mundodisco_los_dioses_crecen_o_disminuyen_según,número de seguidores que tengan
griega,dioses menores,enfrenta_religiosidad_de,vorbis y brutha como fanáticos con visiones opuestas
griega,dioses menores,es,novela de terry pratchett
griega,dioses menores,es_parte_de,popular serie de mundodisco
griega,dioses menores,fue_publicada_originalmente_en,1992
griega,dioses menores,hace_sátira_de,la religión
griega,dioses menores,hay_discusión_sobre_si_transcurre,100 años antes o a la vez que otros libros
griega,dioses menores,los_efebios_tienen,esclavos con derechos
griega,dioses menores,om_es,dios menor aunque su religión es muy grande
griega,dioses menores,om_está_basado_en,dioses del monoteísmo
griega,dioses menores,om_tiene_un_único_creyente_real_llamado,brutha
griega,dioses menores,om_tuvo,siete profetas que lo vieron en forma de toro o águila
griega,dioses menores,omnia_es,teocracia que se impone a base de terror
griega,dioses menores,pertenece_a,mitologia griega
griega,dioses menores,relata,origen del dios om de mundodisco
griega,dioses menores,relata_relación_de_om_con,su profeta el reformador brutha
griega,dioses menores,termina_con,nota espiritual
griega,dioses menores,transcurre_en_lugares_como,"efebia, omnia y ankh-morpork"
griega,dioses menores,transcurre_parte_en,efebia como parodia de polis griegas
griega,dioses menores,trata_temas_como,libertad y esclavitud
griega,dioses menores,vorbis_considera_que,todo lo que hace está bendecido por om
griega,dioses menores,vorbis_es,inquisidor en jefe
griega,dioses menores,última_parte_transcurre,un siglo después que resto del libro
griega,dipneo,era,héroe divino de acaya
griega,dipneo,era_honrado_en,acaya
griega,dipneo,es_mencionado_junto_con,otros héroes relacionados con comida
griega,dipneo,estaba_asociado_a,la comida
griega,dipneo,estaba_asociado_a,los banquetes
griega,dipneo,pertenece_a,mitologia griega
griega,dipneo,su_nombre_procede_de,los banquetes
griega,dracma griega antigua,con_media_dracma_al_día,familia pobre podía vivir holgadamente en 335 a.c
griega,dracma griega antigua,deriva_su_término_de,verbo dráttō que significa empuñar o agarrar
griega,dracma griega antigua,didracmas_eran_equivalentes_a,medio siclo en judea
griega,dracma griega antigua,dio_nombre_a,dirham árabe y dram armenio
griega,dracma griega antigua,en_emporion_tenía,diosa rodeada de delfines y pegaso
griega,dracma griega antigua,en_reino_ptolemaico_se_acuñaron_monedas_de_oro_como,pentadracma y octodracma
griega,dracma griega antigua,en_reino_ptolemaico_se_acuñaron_monedas_de_plata_como,"tetradracma, decadracma y pentakedecadracma"
griega,dracma griega antigua,era,nombre de antigua moneda de plata
griega,dracma griega antigua,era_moneda_de,ciudades-estado griegas y reinos helenísticos de asia
griega,dracma griega antigua,era_sueldo_medio_diario_de,trabajador especializado hoplita
griega,dracma griega antigua,estándar_corintio_se_basaba_en,"estátero de 8,6 gramos de plata"
griega,dracma griega antigua,estándar_ático_se_basaba_en,"dracma ateniense de 4,3 gramos de plata"
griega,dracma griega antigua,estándares_importantes_fueron,ático y corintio
griega,dracma griega antigua,fue_acuñada_en_emporion_a_partir_de,siglo iii a.c
griega,dracma griega antigua,fue_acuñada_primero_en_península_ibérica_por,colonos griegos de massalia en emporion
griega,dracma griega antigua,medida_estándar_ateniense_consistía_en,"unos 4,3 gramos de plata"
griega,dracma griega antigua,minas_y_talentos,nunca llegaron a acuñarse
griega,dracma griega antigua,más_utilizada_en_siglo_v_a.c._fue,tetradracma ateniense
griega,dracma griega antigua,pertenece_a,mitologia griega
griega,dracma griega antigua,pervivió_hasta,siglo i a.c
griega,dracma griega antigua,puede_llevar_en_español,género femenino o masculino
griega,dracma griega antigua,se_basa_teoría_en_que,una dracma se divide en seis óbolos
griega,dracma griega antigua,significa,puñado
griega,dracma griega antigua,subdivisiones_incluyen,100 dracmas igual 1 mina
griega,dracma griega antigua,subdivisiones_incluyen,6 óbolos igual 1 dracma
griega,dracma griega antigua,subdivisiones_incluyen,60 minas igual 1 talento ateniense
griega,dracma griega antigua,subdivisiones_incluyen,8 calcos igual 1 óbolo
griega,dracma griega antigua,sueldo_de_magistrado_de_heliea_era,dracma y media en 425 d.c
griega,dracma griega antigua,tetradracma_ateniense_tenía_en_anverso,diosa atenea con casco de guerra
griega,dracma griega antigua,tetradracma_ateniense_tenía_en_reverso,mochuelo
griega,dracma griega antigua,tras_conquistas_de_alejandro_magno_se_aplicó_en,mayoría de reinos helenísticos de asia y egipto
griega,dracma griega antigua,una_dracma_del_siglo_v_a.c._correspondía_a,25 usd de 1990 o 36 usd de 2006
griega,edad de oro,durante_esta_edad,los humanos vivían sin sufrimiento
griega,edad de oro,fue,la primera edad de la humanidad
griega,edad de oro,gobernaba,cronos (saturno)
griega,edad de oro,la_tierra_producía,frutos espontáneamente
griega,edad de oro,los_humanos_morían,como si se quedaran dormidos
griega,edad de oro,los_humanos_vivían_en,armonía con la naturaleza
griega,edad de oro,no_existía,la vejez
griega,edad de oro,no_había,trabajo ni enfermedades
griega,edad de oro,pertenece_a,mitologia griega
griega,edad de oro,representa,un paraíso perdido de la humanidad
griega,edad de oro,terminó_cuando,zeus derrocó a cronos
griega,edad de plata,al_llegar_a_adultos,vivían poco tiempo
griega,edad de plata,después_de_morir,se convirtieron en espíritus bienaventurados
griega,edad de plata,durante_esta_edad,los humanos vivían cien años como niños
griega,edad de plata,fue,la segunda edad de la humanidad
griega,edad de plata,los_humanos_eran,menos virtuosos que en la edad de oro
griega,edad de plata,no_honraban_a,los dioses
griega,edad de plata,pertenece_a,mitologia griega
griega,edad de plata,siguió_a,la edad de oro
griega,edad de plata,zeus_destruyó,esta generación por su impiedad
griega,edad heroica griega,durante_esta_edad_vivieron,los héroes y semidioses
griega,edad heroica griega,fue,la cuarta edad de la humanidad
griega,edad heroica griega,fue_una_época_de,grandes hazañas y aventuras
griega,edad heroica griega,incluye,la generación de la guerra de troya
griega,edad heroica griega,los_héroes_eran,hijos de dioses y mortales
griega,edad heroica griega,muchos_héroes,murieron en grandes guerras
griega,edad heroica griega,pertenece_a,mitologia griega
griega,edad heroica griega,precedió_a,la edad de hierro
griega,edad heroica griega,tras_morir_algunos_héroes,fueron llevados a las islas de los bienaventurados
griega,edades del hombre,cada_edad_representa,un deterioro moral y material
griega,edades del hombre,describe,la degeneración de la humanidad a través de diferentes épocas
griega,edades del hombre,es,un concepto mitológico
griega,edades del hombre,este_concepto_influyó_en,filosofía y literatura occidental
griega,edades del hombre,fue_relatado_por,hesíodo en los trabajos y los días
griega,edades del hombre,incluye,cinco edades sucesivas
griega,edades del hombre,la_edad_de_hierro_es,la peor época y la actual
griega,edades del hombre,la_edad_de_oro_fue,la mejor época
griega,edades del hombre,las_edades_son,"oro, plata, bronce, heroica y hierro"
griega,edades del hombre,pertenece_a,mitologia griega
griega,eleos,acogía_a_suplicantes,sin importar sus crímenes
griega,eleos,era,personificación de la piedad
griega,eleos,era_honrado_solo_por,los atenienses entre los griegos
griega,eleos,era_según_pausanias,el más útil de los dioses para la vida humana
griega,eleos,es_hijo_según_higino_de,érebo y la noche
griega,eleos,es_llamado_por_higino,misericordia
griega,eleos,escuchaba_en_su_templo_a,todos los suplicantes día y noche
griega,eleos,moraba_según_creencia,solo en corazones de los hombres
griega,eleos,pertenece_a,mitologia griega
griega,eleos,recibió_súplicas_de,adrasto y los heráclidas
griega,eleos,significa,"compasión, piedad, misericordia"
griega,eleos,tenía_altar_en,ágora de atenas
griega,eleos,tenía_templo_de,decoración modesta sin estatuas ni rituales
griega,eleos,tiene_mito_y_leyenda,anaideia la crueldad
griega,enialio,era,dios de la guerra
griega,enialio,era_considerado_generalmente,hijo de ares y enío
griega,enialio,era_en_ocasiones,apelativo de ares
griega,enialio,era_en_época_clásica,mezclado con ares en identificación
griega,enialio,era_en_época_micénica,deidad separada de ares
griega,enialio,era_encadenado_por_lacedemonios_para,evitar que abandonara esparta
griega,enialio,era_identificado_en_roma_con,dios quirino
griega,enialio,era_identificado_o_diferenciado_de_ares_por,poeta alcmán de esparta
griega,enialio,es_epíteto_usado_por_homero_para,ares
griega,enialio,es_uno_de_los_dioses_en,juramento de los efebos en atenas
griega,enialio,es_visto_por_aristófanes_como,dios separado de ares
griega,enialio,está_atestiguado_en,tablilla micénica kn v52
griega,enialio,fue_representado_en_griego_por,dios romano quirino según polibio
griega,enialio,pertenece_a,mitologia griega
griega,enialio,recibió_grito_de_guerra_de,mercenarios griegos según jenofonte
griega,enialio,recibía_sacrificios_de,cachorros en esparta
griega,enialio,se_menciona_en_la_ilíada,nueve veces
griega,enialio,tenía_templo_erigido_por,mujeres de argos que rechazaron a cleómenes i
griega,eolo,ayudó_a_odiseo_dándole,odre que contenía todos los vientos
griega,eolo,delimitó_su_reino_por,ríos asopo y enipeo
griega,eolo,desposó_a,enárete hija de deímaco
griega,eolo,es_nombre_de,tres personajes distintos
griega,eolo,es_recordado_por_ser,epónimo de los eolios
griega,eolo,es_recordado_por_ser,guardián de los vientos
griega,eolo,fue_hermano_de,doro y juto
griega,eolo,fue_hijo_de_helén_y,ninfa orséis
griega,eolo,fue_rey_de,eólida posteriormente llamada tesalia
griega,eolo,fundó,rama eólica de la nación helénica
griega,eolo,hijo_de_hípotes_era_hijo_de,mimante
griega,eolo,hijo_de_poseidón_fundó,ciudad de lípara
griega,eolo,hijo_de_poseidón_llegó_a,islas en mar tirreno llamadas eolias
griega,eolo,hijo_de_poseidón_tuvo_como_gemelo_a,beoto
griega,eolo,pertenece_a,mitologia griega
griega,eolo,señor_de_los_vientos_vivía_en,isla flotante de eolia
griega,eolo,tenía_encerrados,los vientos y los gobernaba
griega,eolo,tenía_poder_dado_por_zeus_de,controlar los vientos
griega,eolo,tuvo_cinco_hijas,"cálice, cánace, pisídice, perimede y alcíone"
griega,eolo,tuvo_siete_hijos,"creteo, sísifo, deyoneo, salmoneo, atamante, perieres y magnes"
griega,epiales,asociado_con,experiencias oníricas aterradoras
griega,epiales,denota,escalofrío febril y daimon que acecha a los durmientes
griega,epiales,es,daimon que personifica las pesadillas
griega,epiales,es_denominado_en_plural_por_esquilo_como,negros sueños
griega,epiales,pertenece_a,mitologia griega
griega,epiales,tiene_mito_y_leyenda,"epialos, epioles, epialtes o efialtes"
griega,estrofia,es,ninfa náyade
griega,estrofia,es_hija_de,dios fluvial ismeno
griega,estrofia,está_asociada_al,manantial del monte citerón cerca de tebas
griega,estrofia,pertenece_a,mitologia griega
griega,estrofia,presidía_junto_a_su_hermana,dos fuentes principales de la región
griega,estrofia,rechazó_junto_a_su_padre,petición de auxilio de leto
griega,estrofia,tiene_mito_y_leyenda,dirce
griega,eudaemonio,era_considerado,espíritu guardián que otorga protección y orientación
griega,eudaemonio,es,tipo de demon o genio de carácter amable
griega,eudaemonio,fue_asociado_por_sócrates_con,demon que advertía sobre amenazas
griega,eudaemonio,fue_definido_por_aristóteles_como,persona feliz
griega,eudaemonio,incluye_a,héroes deificados
griega,eudaemonio,pertenece_a,mitologia griega
griega,eudaemonio,puede_presentarse_según_creencias_a,almas de los difuntos
griega,eudaemonio,se_opone_a,cacodemon o genio malvado
griega,eudaemonio,se_relaciona_con,agatodemon adorado en honor de dioniso
griega,eudaemonio,significa_en_griego,tener un espíritu de ayuda y estar feliz
griega,eudaemonio,susurraba_según_creencias,consejos y opiniones al oído
griega,euneo,es_hijo_de,jasón y reina hipsípila de lemnos
griega,euneo,es_presentado_por_homero_como,rey de lemnos
griega,euneo,es_recordado_por_los_eunidas_como,ancestro de asociación de citaredos
griega,euneo,estuvo_separado_de,su madre tras exilio de la isla
griega,euneo,participó_en,exequias fúnebres de ofeltes
griega,euneo,pertenece_a,mitologia griega
griega,euneo,recibió_a_cambio_del_rescate,urna de plata regalada por fenicios
griega,euneo,recibió_en_su_isla_a,flota griega en trayecto hacia troya
griega,euneo,rescató_a,licaón prisionero troyano de manos de patroclo
griega,euneo,tiene_mito_y_leyenda,"nebrófono, deípilo o toante"
griega,hilates,deriva_su_nombre_probablemente_de,ladrido o bosque
griega,hilates,era,dios adorado en la isla de chipre
griega,hilates,era_venerado_como,dios del bosque
griega,hilates,es_llamado_por_lebek_como,apolo de los bosques
griega,hilates,fue_adorado_desde,siglo iii a.c. hasta siglo iii
griega,hilates,fue_asimilado_a,dios griego apolo
griega,hilates,pertenece_a,mitologia griega
griega,hilates,su_santuario_incluía,"palaestra, termas públicas y teatro"
griega,hilates,tenía_santuario_importante_en,curio en chipre
griega,hilates,tenía_templo_construido_en,período clásico tardío o helenístico temprano
griega,hiperfante,era,aliado de los tebanos
griega,hiperfante,era,caudillo de los flegios
griega,hiperfante,fue_padre_de,euriganía
griega,hiperfante,pertenece_a,mitologia griega
griega,hiperfante,su_hija_eurianasa_fue_madre_de,minias por posidón
griega,hiperfante,su_hija_euriganía_fue_según_pausanias,esposa de edipo después de muerte de yocasta
griega,hiperfante,su_hija_fue_madre_de,"cuatro hijos de edipo: etéocles, polinices, antígona e ismene"
griega,hiperfante,tuvo_otra_hija_según_hesíodo_llamada,eurianasa
griega,historiola,aparece_también_en,magia judía y rituales cristianos de exorcismo
griega,historiola,consigue,acción mágica deseada proporcionada por mito
griega,historiola,es,término moderno para hechizo o conjuro
griega,historiola,incluye_mito_egipcio_de,diosa isis y nombre secreto de ra
griega,historiola,permitía_mediante_recitaciones_de_relatos_míticos,obtener poder mágico para curar pacientes
griega,historiola,permitía_según_creencias,liberar de algún mal o afección
griega,historiola,pertenece_a,mitologia griega
griega,historiola,se_encuentra_en_mitología,"egipcia, mesopotámica y griega"
griega,historiola,se_relata_en,papiros mágicos greco egipcios
griega,hydros,dio_origen_junto_con_tierra_a,primer ser con forma de dragón llamado cronos
griega,hydros,era_en_cosmogonía_órfica,concepto filosófico de aguas primordiales
griega,hydros,es_identificado_por_orfeo_como,origen primero a partir del agua
griega,hydros,existía_en,albor de los tiempos como principio similar a dioses primordiales
griega,hydros,formó_con_la_tierra,fango o limné
griega,hydros,pertenece_a,mitologia griega
griega,hydros,recuerda_al_arjé_de_tales_que_afirmó_que_era,agua
griega,hydros,tenía_carácter,abstracto y filosófico más que mitológico
griega,hydros,tiene_mito_y_leyenda,nun de mitología egipcia y apsu de mitología sumeria
griega,ifito,era,amazona que sirvió a reina hipólita
griega,ifito,es_conocida_solo_por,inscripciones
griega,ifito,pertenece_a,mitologia griega
griega,interpretatio graeca,creó_según_plinio_el_viejo,nombres diferentes para pueblos diferentes
griega,interpretatio graeca,describe_esfuerzos_griegos_por,explicar creencias y mitos de otras culturas
griega,interpretatio graeca,designa_tendencia_de,antiguos escritores griegos a equiparar divinidades extranjeras con su panteón
griega,interpretatio graeca,es,expresión latina que designa traducción griega
griega,interpretatio graeca,es_metodología_comparativa_que_utiliza,conceptos religiosos griegos antiguos
griega,interpretatio graeca,estableció_por_heródoto,equivalentes greco-egipcios que perduraron hasta era helenística
griega,interpretatio graeca,fue_considerada_por_jan_assmann_como,forma de traducción intercultural
griega,interpretatio graeca,fue_practicada_por_heródoto_al_aludir_a,"dioses egipcios amón, osiris y ptah como zeus, dioniso y hefesto"
griega,interpretatio graeca,hizo_posible,sincretismo religioso de época helenística y del imperio romano
griega,interpretatio graeca,pertenece_a,mitologia griega
griega,interpretatio graeca,se_basa_en,posibles similitudes atributivas entre dioses
griega,interpretatio graeca,tiene_mito_y_leyenda,interpretatio germanica
griega,interpretatio graeca,tiene_mito_y_leyenda,interpretatio romana
griega,kallikantzaros,aparecían_en_la_tierra_solo_durante,doce días al año
griega,kallikantzaros,cualquier_niño_nacido_durante_doce_días_de_navidad_corría_peligro_de,transformarse en kallikantzaros
griega,kallikantzaros,deriva_posiblemente_de,kalos-kentauros que significa centauro hermoso
griega,kallikantzaros,no_tienen_descripción_estándar_pero_se_describen_con,partes de animales y cuerpos peludos
griega,kallikantzaros,permanecen_bajo_tierra,cortando tronco del árbol que sostiene la tierra
griega,kallikantzaros,pertenece_a,mitologia griega
griega,kallikantzaros,regresan_bajo_tierra_en,día de la epifanía el 6 de enero
griega,kallikantzaros,salen_a_superficie_durante,doce días de navidad del 25 diciembre al 6 enero
griega,kallikantzaros,salen_cuando,última parte del tronco está a punto de ser serrada
griega,kallikantzaros,se_encuentran_historias_en,"grecia, bulgaria, turquía, serbia, albania, bosnia y chipre"
griega,kallikantzaros,se_protegía_la_gente_dejando,colador en puerta de casa
griega,kallikantzaros,se_protegía_la_gente_dejando,fuego encendido en chimenea
